,Trinary_Score,Vader_Score,text,elite,retweet_count,media,gender,dw_extr,dwextr_rs,dw_score,race,age,followers
717,1,0.6369,#WorkingFamilies need #paidleave #equalpay an increase in #minimumwage and better #earlyed',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
718,1,0.7906,"In October, we celebrate National Work and Family Month by honoring our nation\xe2\x80\x99s hardworking families. #WorkingFamilies'",Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
719,1,0.836,"Today, @HouseDemocrats are calling on the #GOP to take up the responsible solutions to help #workingfamilies succeed'",Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
720,1,0.6249,"From child care to equal pay, there are many ways for us to strengthen #WorkingFamilies'",Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
721,-1,-0.1027,Tipped workers deserve to be paid on the same pay scale as everyone else #WorkingFamiliesDay @edworkforcedems https://t.co/DRriAZmmQt',Adams,2,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
722,1,0.5093,Nearly 4 months since @HouseGOP allowed the @EximBankUS charter to expire. Glad to see it come to a vote on House floor. #ExIm4jobs!',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
723,1,0.802,Great hearing from @DeniseUSGSA today - proud of the work she is doing as Administrator for @USGSA https://t.co/oXrrrw9jvX',Adams,0,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
724,1,0.0258,#HR10 fails to improve students\xe2\x80\x99 academic achievement and is #wasteful',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
725,-1,-0.2144,Opposed to #HR10 - ironic how there are millions in education cuts but #GOP wants to spend money to force school vouchers on DC',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
726,1,0.5106,. @JCSUniversity @WSSURAMS @ncatsuaggies have a chance to compete @ #HBOB Let\xe2\x80\x99s make sure they get there by voting: https://t.co/MNK0Uwr3Ie',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
727,0,0.0,Sequestration limits investments in our nation\xe2\x80\x99s future &amp; negatively impacts minority communities. We need to #StoptheCuts. #CBCatHoward',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
728,1,0.1779,Hosted a roundtable today w/ vet #smallbiz owners to learn of their experiences starting &amp; growing their businesses https://t.co/e16HEpURFw',Adams,1,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
729,-1,-0.6597,Keynoted the Young Women in Pink Breast Cancer Survivors event this past Saturday in Gboro. #BreastCancerAwareness http://t.co/tihXseyWqI',Adams,0,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
730,0,0.0,Time to pass #PayCheckFairnessAct #LatinaEqualPay',Adams,2,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
731,0,0.0,10 months extra work. 54 cents to the dollar. #LatinaEqualPay',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
732,1,0.1027,A fair salary can mean the difference between poverty &amp; economic security for a family. #LatinaEqualPay',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
733,0,0.0,"'Today is #LatinaEqualPay Day, the day when Latina women finally catch up to men's annual earnings: http://t.co/0I9oZXNGVw""",Adams,6,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
734,1,0.5994,#AmericasCollegePromise creates opportunity for all http://t.co/FktMzPofSj',Adams,2,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
735,1,0.6369,As an #HBCU grad &amp; former #HBCU professor I know they give students a chance to succeed #AmericasCollegePromise http://t.co/Bae31YZZmg',Adams,5,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
736,1,0.8689,The #AmericasCollegePromise Act recognizes the value of #HBCU success &amp;invests in their success http://t.co/EudeHaPjSS',Adams,5,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
737,1,0.5106,#AmericasCollegePromise would provide free or reduced college tuition for 9 million students',Adams,3,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
738,1,0.5423,"'What's access if you can't afford to go? #AmericasCollegePromise Act is a major step to help level the playing field for students""",Adams,8,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
739,1,0.6249,"'I'm a proud cosponsor of the #AmericasCollegePromise Act because I believe every student deserves a chance to go to college""",Adams,13,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
740,1,0.3612,Thank you @PatrickMcHenry for cosponsoring #HR3735 to rename Winston-Salem Center City post office after @DrMayaAngelou',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
741,1,0.3612,Thank you @RepDavidRouzer for cosponsoring #HR3735 to rename Winston-Salem Center City post office after @DrMayaAngelou',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
742,1,0.3612,Thank you @reppittenger for cosponsoring #HR3735 to rename Winston-Salem Center City post office after @DrMayaAngelou',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
743,1,0.3612,Thank you @RepHolding for cosponsoring #HR3735 to rename Winston-Salem Center City post office after @DrMayaAngelou',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
744,1,0.3612,Thank you @RepMarkMeadows for cosponsoring #HR3735 to rename Winston-Salem Center City post office after @DrMayaAngelou',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
745,1,0.3612,Thank you @RepRichHudson for cosponsoring #HR3735 to rename Winston-Salem Center City post office after @DrMayaAngelou',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
746,1,0.3612,Thank you @RepMarkWalker for cosponsoring #HR3735 to rename Winston-Salem Center City post office after @DrMayaAngelou',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
747,1,0.3612,Thank you @RepDavidEPrice for cosponsoring #HR3735 to rename Winston-Salem Center City post office after @DrMayaAngelou',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
748,1,0.3612,Thank you @RepWalterJones for cosponsoring #HR3735 to rename Winston-Salem Center City post office after @DrMayaAngelou',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
749,1,0.3612,Thank you @RepReneeEllmers for cosponsoring #HR3735 to rename Winston-Salem Center City post office after @DrMayaAngelou',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
750,1,0.3612,Thank you @GKButterfield for cosponsoring #HR3735 to rename Winston-Salem Center City post office after @DrMayaAngelou',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
751,1,0.3612,Thank you @virginiafoxx for cosponsoring #HR3735 to rename Winston-Salem Center City post office after @DrMayaAngelou',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
752,1,0.8885,. @DrMayaAngelou is an inspiration for so many - renaming the post office after her is one way to honor her life - in a community she loved',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
753,0,0.0,You can read more about H.R. 3735 here: http://t.co/mr64Me8K8D',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
754,1,0.7579,Honored to have support from every member of NC Congressional Delegation for legislation to rename the WS post office after @DrMayaAngelou',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
755,1,0.4767,Proud to introduce legislation today to rename Winston-Salem City Center post office after @DrMayaAngelou -who called Winston-Salem her home',Adams,1,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
756,0,0.0,There is still time to tune in to #smallbiz Subcmte hearing on DOL overtime rule: http://t.co/UHs8xAm5Nq',Adams,0,-0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
757,0,0.0,Currently co-chairing #smallbiz Subcmte hearing on #Overtime rule. http://t.co/wOBeV4z7Fq',Adams,0,0.5,-0.5,0.462,0.462,-0.462,-0.5,71,8386.0
758,-1,-0.5606,"'Nothing can excuse Donald Trump's misogyny. These are not locker room comments -- they are sickening. https://t.co/c7QleTkx44""",AdamSchiff,28,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
759,0,0.0,"'Read my full statement on the Administration's public attribution of recent electoral hackings to #Russia: https://t.co/wLGhUWGWPO""",AdamSchiff,43,0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
760,0,0.0,...and to avail themselves of the cyber expertise offered by the Department of Homeland Security.',AdamSchiff,5,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
761,0,0.0,This is why @SenFeinstein &amp; I have been urging state election officials to take every precaution ...',AdamSchiff,4,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
762,0,0.0,And we must do everything in our power to guard against it.',AdamSchiff,5,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
763,-1,-0.296,All of us should be gravely concerned when a foreign power like Russia seeks to undermine our democratic institutions.',AdamSchiff,24,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
764,1,0.3182,...to develop a concerted response that protects our institutions and deters further meddling.',AdamSchiff,4,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
765,-1,-0.2732,We should now work with our European allies who have been the victim of similar and even more malicious cyber interference by Russia ....',AdamSchiff,15,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
766,1,0.4588,"'I applaud the Administration's decision to publicly name Russia as the source of hacks into U.S. political institutions.""",AdamSchiff,34,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
767,0,0.0,"'#ThankYouVin Dodger games won't be the same without you.""",AdamSchiff,8,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
768,1,0.9515,"L\xe2\x80\x99shanah Tovah to those celebrating Rosh Hashanah with their family, friends and loved ones! May this New Year be sweet, healthy and happy!'",AdamSchiff,9,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
769,0,0.0,ICYMI: I joined @GStephanopoulos on @ThisWeekABC to discuss Russian hacking and meddling in our election databases.\n\nhttps://t.co/6K6SzTXVFO',AdamSchiff,3,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
770,-1,-0.4404,"'Joining @GStephanopoulos on @ThisWeekABC to discuss cyber attacks on our nation's election systems. Local listings: https://t.co/sMjYU9eARa""",AdamSchiff,3,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
771,1,0.8176,Honored to be part of the presidential delegation to celebrate the life and legacy of Shimon Peres at his funeral.',AdamSchiff,3,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
772,-1,-0.296,"I voted \xe2\x80\x9cNO\xe2\x80\x9d to sustain President Obama\xe2\x80\x99s veto of ""Justice Against Sponsors of Terrorism Act"" (#JASTA). Here\'s why: https://t.co/YjPSvg1J0s'",AdamSchiff,5,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
773,0,0.0,"'It's #NationalVoterRegistrationDay. Voting is your right and your responsibility. Register now!""",AdamSchiff,12,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
774,1,0.7245,Was so much fun to join you on #Pupcast! https://t.co/IDPgOzJFav',AdamSchiff,0,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
775,-1,-0.5267,"'Joined @wolfblitzer on @CNNSitRoom to discuss the latest in the NY/NJ terror investigation &amp; question I'm asking:\n\nhttps://t.co/ttCGS3QsEU""",AdamSchiff,1,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
776,1,0.6114,"Joining with with my Armenian-American constituents in saying \xe2\x80\x98Oorakh Angakhootyan Or,\xe2\x80\x99 as we celebrate the 25th Armenian Independence Day!'",AdamSchiff,73,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
777,-1,-0.4404,"'I'll be talking with @tamronhall on MSNBC around 11:15 am ET/8:15 am PT about the attacks over the weekend.""",AdamSchiff,1,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
778,0,0.0,Ran into (not literally mind you) a lot of my constituents this morning in the #MalibuTriathlon! @NauticaMalibuTr https://t.co/DK8qEyBADH',AdamSchiff,4,0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
779,-1,-0.886,"The attacks in New York, Minnesota and New Jersey, whether acts of international terrorism or domestic madness, are horrific.'",AdamSchiff,6,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
780,-1,-0.3182,"More details will be forthcoming as investigations continue. In the meantime, our thoughts &amp; hearts go out to the victims and their families'",AdamSchiff,2,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
781,0,0.0,"'I'm appearing on @CSPAN's #Newsmakers this Sunday at 10 am ET / 7 am PT to talk #Snowden, #cyber and 2016. \n\nWatch:\n\nhttps://t.co/bxVr3GZbCk""",AdamSchiff,4,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
782,1,0.4404,Thrilled @JerryBrownGov signed @RichardBloom bill into law to outlaw orca captivity in CA. Congress must follow suit and pass the #ORCAAct.',AdamSchiff,16,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
783,-1,-0.6114,"7 weeks. At least 2,015 were lost to gun violence.\n \n2,015 men, women &amp; children.\n\n@SpeakerRyan must do his job &amp; let us vote! #NotOneMore'",AdamSchiff,15,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
784,-1,-0.0516,".@NCAA made right call to pull March Madness games from North Carolina in response to #HB2. Hopefully, this &amp; other actions will spur change'",AdamSchiff,3,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
785,-1,-0.0772,"Sorry to hear of passing of Ed Edelman, a policy giant who shaped LA for decades. His accomplishments will live on. https://t.co/NLUXPpSaua'",AdamSchiff,4,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
786,1,0.6249,"Today, Nuclear Security Working Group, which I founded with @JeffFortenberry, will help recognize this momentous anniversary. @KazakhEmbassy'",AdamSchiff,8,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
787,1,0.34,"25 years ago, the #Semipalatinsk Test Site in Kazakhstan was shut down, a crucial moment for nuclear security. https://t.co/Ljt2eXHUM6'",AdamSchiff,11,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
788,1,0.7615,"Household incomes rose 5.2% this year. Good news, but we must continue to make economic growth a top priority. https://t.co/M1becboWCJ'",AdamSchiff,4,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
789,0,0.0,Read my full statement on today\xe2\x80\x99s nuclear missile test by #NorthKorea https://t.co/nVm0EIuO8',AdamSchiff,4,0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
790,1,0.0772,"'Today's #NorthKorea nuclear test is latest challenge by Pyongyang to international community &amp; demands a concerted international response.""",AdamSchiff,5,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
791,1,0.4019,"This unprecedented attempt to influence our political process should concern all Americans, regardless of party. https://t.co/kIkl2xQXeV'",AdamSchiff,17,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
792,1,0.7506,"'This #LaborDay we celebrate American workers' skill, determination &amp; their numerous contributions to our nation. https://t.co/pAjIZbmxmg""",AdamSchiff,12,0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
793,-1,-0.3182,The 25th anniv. of independence for Nagorno Karabakh is cause for celebration &amp; remembrance of the lives lost so that Artsakh could be free.',AdamSchiff,34,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
794,-1,-0.5994,Read my full statement on the reported death of ISIS leader Abu al-Adnani: https://t.co/pnuNLxV7FH',AdamSchiff,5,0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
795,-1,-0.7269,"No single loss of a leader will end threat from ISIS, but Al-Adnani death is evidence that military campaign against ISIS is making progress'",AdamSchiff,25,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
796,-1,-0.5994,"If confirmed, death of Abu al-Adnani would be significant blow to ISIS at a time when they are on retreat on the battlefield in Iraq &amp; Syria'",AdamSchiff,2,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
797,-1,-0.1779,"'CA State passed ban on captive breeding &amp; display of #Orcas. Thanks @AsmRichardBloom for your leadership \xe2\x80\x93 Orcas don't belong in our tanks.""",AdamSchiff,29,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
798,1,0.7345,"'Join the @NatlParkService in celebrating 100 years! Visit one of California's 27 national parks. #FindYourPark at: https://t.co/ooQwUqaWIt.""",AdamSchiff,3,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
799,1,0.2023,"Saddened to hear of the passing of Stephen Hill, an actor perhaps best known for his portrayal of Manhattan DA Adam Schiff on Law &amp; Order.'",AdamSchiff,20,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
800,1,0.5994,Great to join @ABC7 this afternoon to discuss what Congress MUST do to combat #gunviolence. Watch here: https://t.co/d0XKklE2JQ #NotOneMore',AdamSchiff,3,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
801,-1,-0.34,Hosting a conversation TONIGHT at 7 pm on efforts to combat #gunviolence. Event info: https://t.co/LFIWQTH5gm.',AdamSchiff,6,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
802,1,0.5927,"'With Trump, the question isn't whether the briefings should occur, but whether they would do any good. https://t.co/ckWus2hdq4""",AdamSchiff,8,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
803,-1,-0.3056,"Never has someone spoken so long, to so few and said so little worth remembering. Sad! #TrumpForeignPolicy'",AdamSchiff,279,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
804,1,0.3595,*Spoiler Alert for West Coasters!*\n\nMichael Phelps. 28 Olympic medals. 23 gold. GOAT. #RioOlympics2016 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/W4oGFpHF60',AdamSchiff,12,0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
805,-1,-0.25,"'Joined @wolfblitzer today on CNN to discuss the #DNChack as well as Donald Trump's dangerous foreign policy comments https://t.co/bXOxHfKxYG""",AdamSchiff,3,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
806,0,0.0,"Those Trump claims that Obama founded ISIS? The Russians make them, too. https://t.co/bemSU460kq\nvia @HuffPostPol @mmcauliff'",AdamSchiff,5,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
807,-1,-0.1779,"'Will be on CNN around 1:30 pm ET/10:30 am PT with @wolfblitzer to discuss Trump's latest dangerous national security comments &amp; the #DNChack""",AdamSchiff,4,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
808,1,0.8475,"As @PasadenaHumane bids farewell to Tina the Alligator, @LAZoo welcomes a new resident! Good luck in your new home! https://t.co/BDd6ATy4vH'",AdamSchiff,4,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
809,1,0.8316,"Another strong #jobsreport and, even better, signs of increasing wage growth. We have added 15m jobs since 2010.'",AdamSchiff,10,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
810,1,0.6114,"Happy Birthday, @POTUS! They tell me 55 is the new 30...'",AdamSchiff,8,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
811,1,0.7896,Congratulations to @Nestle on 150 years! Thank you for making #CA28 a sweeter District to represent!',AdamSchiff,0,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
812,1,0.5106,Thoughtful piece from Ambassador @McFaul on how US can counter growing Russian influence by aiding democracy abroad: https://t.co/shc7scTuno',AdamSchiff,12,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
813,1,0.3412,"'If Donald Trump has to ask why U.S. cannot use nuclear weapons against ISIS, he's unfit to be our commander in chief https://t.co/ISEC30Ea1z""",AdamSchiff,31,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
814,-1,-0.128,"'Big surge in demand for pocket constitutions after #KhizrKhan speech. For a copy of America's founding documents, contact my Burbank office""",AdamSchiff,50,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
815,-1,-0.5423,My full statement on @realDonalTrump\xe2\x80\x99s mind boggling comments on #NATO alliance rejection: https://t.co/DxJNrTWYym',AdamSchiff,20,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
816,-1,-0.906,".@realDonaldTrump makes many irresponsible comments, but his glib rejection of coordination w/ #NATO allies perhaps the most dangerous yet.'",AdamSchiff,39,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
817,1,0.7964,"'Our thoughts and sympathies are with @RepMarkTakai's loved ones. Was an honor to serve with him &amp; witness his dedication to public service.""",AdamSchiff,10,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
818,-1,-0.6908,Sadly agree #Benghazi tragedy has been compounded by politicizing it. Read his op-ed: https://t.co/aGg94TUKdb https://t.co/WWUUfvA1Wn',AdamSchiff,17,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
819,-1,-0.4767,Hard to respect the way RNC and Donald Trump tonight decided to exploit the #Benghazi tragedy for political purposes https://t.co/HavZOzufW',AdamSchiff,47,0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
820,-1,-0.4926,"'Never thought I would see the party of Reagan go soft on Russia, and ignore Putin's invasion of Ukraine. Sad! https://t.co/VAkfnLMXF9""",AdamSchiff,75,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
821,-1,-0.5423,"Horrified by news of yet another shooting of police officers, this time in Baton Rouge, with several killed.'",AdamSchiff,6,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
822,0,0.0,Read the declassified #28Pages https://t.co/l5NVXdUzGc and my full statement below: https://t.co/CHfNC1cAYE',AdamSchiff,12,0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
823,-1,-0.6137,"Release of #28pages will not end debate over the issue, but will quiet rumors over contents \xe2\x80\x93 reality is less damaging than uncertainty.'",AdamSchiff,6,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
824,0,0.0,"Just voted to release the #28pages, American people have right to know full scope of 9/11 Joint Inquiry findings.'",AdamSchiff,21,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
825,0,0.0,My full statement tonight on the #NiceAttack: https://t.co/bovFrTpCx6',AdamSchiff,6,0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
826,-1,-0.9231,"Another reported terrorist attack, this time a truck driver killing scores in Nice, France on #BastilleDay. A month of madness &amp; inhumanity.'",AdamSchiff,34,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
827,0,0.0,Abdication of duty to adjourn Congress for recess without addressing #Zika. House majority is jeopardizing US health https://t.co/1dNdOU1Uyu',AdamSchiff,8,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
828,-1,-0.4466,"Just voted NO on the #GMO labeling bill, the so-called #DarkAct. Consumers deserve full transparency on food purchases for their families.'",AdamSchiff,21,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
829,1,0.9259,"'Proud to have Congress' support for LA bid to host  #2024Olympics. Confident LA is best choice to bring these incredible games back to US!""",AdamSchiff,4,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
830,1,0.2023,".@AndyRichter In the U.S. Congress, people are represented by two separate yet equally important groups...these are their stories. Dun dun.'",AdamSchiff,10,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
831,-1,-0.3182,Absolutely right. Both candidates should be briefed. Playing politics w/ intel briefings wrong move by @SpeakerRyan https://t.co/ViHvMNsf23',AdamSchiff,11,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
832,1,0.8356,Congratulations @KTLAMorningNews on celebrating 25 years. Looking forward to the next 25!',AdamSchiff,0,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
833,1,0.7269,Strong #JobsReport in June w/ over 280k jobs added to U.S. economy. We must continue progress w/ investments in infrastructure &amp; small biz.',AdamSchiff,9,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
834,-1,-0.1111,#Benghazi Committee began with promises of transparency. Ends quietly in a secret hearing in Capitol basement. SMH https://t.co/YuFnETHVdo',AdamSchiff,12,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
835,1,0.2732,"Attorney General Lynch is right: ""We must take a hard look at ease with which wrongdoers can get their hands on deadly weapons."" #DisarmHate'",AdamSchiff,27,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
836,-1,-0.9732,Nation joins #Dallas in mourning the ambush &amp; premeditated murder of police officers. Injustice cannot be met by injustice or hate with hate',AdamSchiff,11,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
837,-1,-0.8885,Horrified to see fatal police shootings of #AltonSterling &amp; #PhilandoCastile. Events speak to troubling pattern re: race &amp; law enforcement.',AdamSchiff,20,-0.5,0.5,0.34700000000000003,0.34700000000000003,-0.34700000000000003,0.5,57,465935.0
